model_code,price,tank_type,motor_speed,drum_capacity,door_opening_direction,height,depth,width,motor_type,energy_label,safety_system,brand
BOSCH-WM-WAT28780IR,43000000.0,Stainless Steel,1400.0,9.0,left,84.8,59.0,59.8,EcoSilence Drive,3.0,1.0,BOSCH
BOSCH-WM-WAV28K90ME,50500000.0,Front Load,1400.0,9.0,left,85.0,60.0,60.0,EcoSilence Drive,3.0,1.0,BOSCH
BOSCH-WM-WAV28M80ME,45000000.0,Stainless Steel,1400.0,9.0,left,84.5,59.0,60.0,EcoSilence Drive,3.0,1.0,BOSCH
BOSCH-WM-WAW2876XIR,60000000.0,Stainless Steel,1400.0,9.0,left,84.7,59.1,59.7,BLDC,3.0,1.0,BOSCH
BOSCH-WM-WAW32560GC,59000000.0,Stainless Steel,1600.0,9.0,left,84.8,59.0,59.8,EcoSilence Drive,3.0,1.0,BOSCH
BOSCH-WM-WAW3256XGC,61777700.0,Stainless Steel,1600.0,9.0,left,84.8,59.0,59.8,EcoSilence Drive,3.0,1.0,BOSCH
BOSCH-WM-WAW32760ME,58000000.0,Stainless Steel,1600.0,9.0,left,84.7,59.1,59.7,EcoSilence Drive,3.0,1.0,BOSCH
BOSCH-WM-WAX32E90,63000000.0,Stainless Steel,1600.0,10.0,left,84.8,59.0,59.8,EcoSilence Drive,3.0,1.0,BOSCH
BOSCH-WM-WAX32MXO,56000000.0,Stainless Steel,1600.0,10.0,left,84.8,59.0,59.8,EcoSilence Drive,3.0,1.0,BOSCH
BOSCH-WM-WAY32841IR,67000000.0,Unknown,1600.0,9.0,left,84.7,59.1,59.7,Beltless,3.0,1.0,BOSCH
BOSCH-WM-WBG244AOGC,65500000.0,Unknown,1400.0,9.0,left,84.7,59.1,59.7,EcoSilence Drive,3.0,1.0,BOSCH
BOSCH-WM-WBG244AXGC,65500000.0,Unknown,1400.0,9.0,left,84.7,59.1,59.7,EcoSilence Drive,3.0,1.0,BOSCH
BOSCH-WM-WGA142X0GC,34340000.0,Unknown,1600.0,9.0,left,84.0,59.0,59.0,EcoSilence Drive,3.0,1.0,BOSCH
BOSCH-WM-WGA242X0ME,31300000.0,Front Load,1200.0,9.0,left,84.8,59.0,59.8,EcoSilence Drive,3.0,1.0,BOSCH
BOSCH-WM-WGA24400ME,42500000.0,Stainless Steel,1400.0,9.0,left,84.7,59.1,59.7,EcoSilence Drive,3.0,1.0,BOSCH
BOSCH-WM-WGA2440XME,42500000.0,Stainless Steel,1400.0,9.0,left,84.7,59.1,59.7,EcoSilence Drive,3.0,1.0,BOSCH
BOSCH-WM-WGB2560,71500000.0,Stainless Steel,1600.0,10.0,left,84.7,59.1,59.7,EcoSilence Drive,3.0,1.0,BOSCH
BOSCH-WM-WGB256A90,73000000.0,Stainless Steel,1600.0,10.0,left,84.7,59.1,59.7,EcoSilence Drive,3.0,1.0,BOSCH
BOSCH-WM-WGG244M90,49500000.0,Stainless Steel,1400.0,9.0,left,84.8,59.0,59.8,EcoSilence Drive,3.0,1.0,BOSCH
BOST-WM-BW-702-10,16900000.0,Front Load,1000.0,7.0,left,81.9,54.5,59.7,Universal,3.0,1.0,BOST
BOST-WM-BWD-7120,15900000.0,Front Load,1000.0,7.0,left,82.5,55.0,59.5,Belt Drive,3.0,1.0,BOST
BOST-WM-BWD-7121,17270481.818181816,Front Load,1000.0,7.0,left,82.0,55.0,59.0,Belt Drive,3.0,1.0,BOST
BOST-WM-BWD-7131,16500000.0,Front Load,1000.0,7.0,left,82.5,55.0,59.5,Belt Drive,1.0,1.0,BOST
BOST-WM-BWD-7133,15800000.0,Unknown,1000.0,7.0,left,84.0,59.0,58.0,Universal,3.0,1.0,BOST
BOST-WM-BWD-7150N,15500000.0,Front Load,1000.0,7.0,left,82.5,59.5,59.5,Universal,3.0,1.0,BOST
BOST-WM-BWD-7151N,16300000.0,Front Load,1000.0,7.0,left,87.5,62.0,65.0,Universal,3.0,1.0,BOST
BOST-WM-BWD-7152N,16950000.0,Front Load,1000.0,7.0,left,82.5,55.0,59.5,Universal,3.0,0.0,BOST
BOST-WM-BWD-7171N,19975300.0,Front Load,1000.0,7.0,right,82.5,55.0,59.5,Belt Drive,1.0,1.0,BOST
BOST-WM-BWD-7173N,17270481.818181816,Front Load,1400.0,7.0,left,84.0,58.0,59.0,Universal,3.0,1.0,BOST
BOST-WM-BWD-8114,17270481.818181816,Front Load,1000.0,8.0,left,79.3,50.0,59.5,Belt Drive,3.0,1.0,BOST
BOST-WM-BWD-8115,17270481.818181816,Front Load,1000.0,8.0,left,79.3,50.0,59.5,Universal,3.0,1.0,BOST
BOST-WM-BWD-8227,18900000.0,Front Load,1200.0,8.0,left,79.0,50.0,59.0,Belt Drive,3.0,1.0,BOST
BOST-WM-BWD-8236,18900000.0,Front Load,1200.0,8.0,left,79.3,50.0,59.5,Universal,3.0,1.0,BOST
BOST-WM-BWD-8237,18350000.0,Front Load,1200.0,8.0,left,79.3,50.0,59.5,Belt Drive,3.0,1.0,BOST
CANDY-WM-GBT-1459W,22400000.0,Front Load,1400.0,9.0,left,85.0,60.0,60.0,Belt Drive,3.0,1.0,CANDY
CANDY-WM-PFC-846S,22500000.0,Diamond Drum,1400.0,8.0,left,85.0,60.0,54.0,Belt Drive,3.0,1.0,CANDY
CANDY-WM-PFC-846W,22500000.0,Diamond Drum,1400.0,8.0,left,85.0,60.0,54.0,Belt Drive,3.0,1.0,CANDY
CANDY-WM-PFC-944S,21500000.0,Front Load,1400.0,9.0,left,85.0,54.0,60.0,Inverter,3.0,1.0,CANDY
CANDY-WM-PFC-944W,21500000.0,Front Load,1400.0,9.0,left,85.0,54.0,60.0,Inverter,3.0,1.0,CANDY
CANDY-WM-PFC-946S,22500000.0,Front Load,1400.0,9.0,left,85.0,60.0,60.0,BLDC Belt Drive,2.0,1.0,CANDY
CANDY-WM-PFC-946W,22500000.0,Front Load,1400.0,9.0,left,85.0,60.0,60.0,BLDC Belt Drive,2.0,1.0,CANDY
CANDY-WM-PFC-PFC-822 W,23800000.0,Front Load,1200.0,8.0,left,85.0,54.0,60.0,Inverter,2.0,1.0,CANDY
DAEWOO-WM- DWK-CH821C,25529325.0,Front Load,1400.0,8.0,left,82.5,60.0,60.0,Belt Drive,3.0,1.0,DAEWOO
DAEWOO-WM- DWK-CH821S,21800000.0,Front Load,1400.0,8.0,left,82.5,60.0,60.0,Belt Drive,3.0,1.0,DAEWOO
DAEWOO-WM- DWK-UN810C,20450000.0,Front Load,1200.0,8.0,left,82.5,60.0,59.5,Universal,3.0,1.0,DAEWOO
DAEWOO-WM- DWK-UN810S,25529325.0,Front Load,1200.0,8.0,left,82.0,63.0,59.0,Universal,3.0,1.0,DAEWOO
DAEWOO-WM- DWK2-PR880C,25390000.0,Emerald Drum,1400.0,8.0,left,85.0,63.5,59.5,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM- DWK2-PR880S,25390000.0,Front Load,1400.0,8.0,left,85.0,64.0,60.0,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM- DWK2-PR980C,28000000.0,Front Load,1400.0,9.0,left,85.0,63.5,59.5,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM- LM-720S,20450000.0,Stainless Steel,1000.0,7.0,left,82.5,57.0,59.5,Digital Inverter,3.0,1.0,DAEWOO
DAEWOO-WM- LM-830S,25529325.0,Front Load,1200.0,8.0,left,82.0,60.0,60.0,Belt Drive,3.0,1.0,DAEWOO
DAEWOO-WM- LM-830W,22000000.0,Front Load,1400.0,8.0,left,82.5,63.0,60.0,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM- LM-840W,25529325.0,Front Load,1400.0,8.0,left,82.5,60.0,59.5,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM- LM-850SB,24444000.0,Emerald Drum,1400.0,8.0,left,82.5,63.0,59.5,Smart Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM- LM-850WB,24444000.0,Emerald Drum,1400.0,8.0,left,82.5,63.0,59.5,Smart Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM- LM-850WW,24444000.0,Emerald Drum,1400.0,8.0,left,82.5,63.0,59.5,Smart Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM- LM-860SS,25720000.0,Emerald Drum,1400.0,8.0,left,82.5,63.0,59.5,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM- LM-860WB,25720000.0,Emerald Drum,1400.0,8.0,left,82.5,63.0,59.5,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM- LM-860WS,25720000.0,Emerald Drum,1400.0,8.0,left,82.5,63.0,59.5,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-7001S,25652200.0,Front Load,1000.0,7.0,left,85.0,60.0,60.0,Belt Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-7100,25529325.0,Front Load,1000.0,7.0,right,82.5,60.0,59.5,Unknown,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-8440,30500000.0,Front Load,1400.0,8.0,left,83.0,60.0,60.0,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-CH700C,25529325.0,Front Load,1000.0,7.0,left,82.5,57.0,59.5,Belt Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-CH700S,20000000.0,Front Load,1000.0,7.0,left,85.0,64.0,60.0,Belt Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-CH701C,20000000.0,Cluster Drum,1000.0,7.0,left,82.5,57.0,59.5,Belt Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-CH701S,20000000.0,Front Load,1000.0,7.0,left,85.0,60.0,60.0,Belt Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-CH820C,22000000.0,Front Load,1200.0,8.0,left,85.0,60.0,67.0,Belt Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-CH820S,22000000.0,Front Load,1200.0,8.0,left,85.0,57.0,67.0,Belt Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-CH821C,21800000.0,Front Load,1400.0,8.0,left,82.5,60.0,60.0,Belt Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-CH840C,24000000.0,Front Load,1400.0,8.0,left,83.0,60.0,60.0,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-CH840S,24000000.0,Stainless Steel,1400.0,8.0,left,82.5,57.0,59.5,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-LIFE821GB,25529325.0,Front Load,1400.0,8.0,left,82.5,63.0,60.0,Unknown,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-Life822TS,25529325.0,Front Load,1400.0,8.0,left,84.5,59.0,59.5,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-PR880C,32120000.0,Front Load,1400.0,8.0,left,85.0,63.0,59.5,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-PR880S,25390000.0,Emerald Drum,1400.0,8.0,left,85.0,63.5,59.5,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-PR980C,28000000.0,Front Load,1400.0,9.0,left,85.0,63.5,59.5,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-PR980S,28000000.0,Emerald Drum,1400.0,9.0,left,85.0,63.5,59.5,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-PRO850SB,25529325.0,Top Load,1400.0,8.0,left,82.0,62.0,59.0,Unknown,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-SE990C,31000000.0,Front Load,1400.0,9.0,left,85.0,63.4,59.5,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-SE990S,31000000.0,Front Load,1400.0,9.0,left,85.0,63.4,59.5,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-SE991C,31000000.0,Front Load,1400.0,9.0,left,85.0,63.4,59.5,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-SE991S,31000000.0,Front Load,1400.0,9.0,left,85.0,63.4,59.5,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-ZL860CB,24650000.0,Front Load,1400.0,8.0,left,82.5,63.0,59.5,Beltless,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-ZL860CC,24650000.0,Emerald Drum,1400.0,8.0,left,82.5,63.0,59.5,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-ZL860CS,24650000.0,Front Load,1400.0,8.0,left,82.5,63.0,59.5,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-ZL860SB,24650000.0,Front Load,1400.0,8.0,left,82.5,63.0,59.5,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-ZP870CB,24990000.0,Front Load,1400.0,8.0,left,82.5,63.0,59.5,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK-ZP870CS,24990000.0,Front Load,1400.0,8.0,left,82.5,63.0,59.5,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK1-CH840C,24000000.0,Front Load,1400.0,8.0,left,83.0,60.0,60.0,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK1-CH840S,24000000.0,Stainless Steel,1400.0,8.0,left,82.5,57.0,59.5,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-DWK1-PR880C,32120000.0,Front Load,1400.0,8.0,left,85.0,63.0,59.5,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-LM-810S,20500000.0,Front Load,1200.0,8.0,left,82.0,60.0,60.0,Universal,3.0,1.0,DAEWOO
DAEWOO-WM-LM-840S,24800000.0,Stainless Steel,1400.0,8.0,left,82.5,57.0,59.5,Digital Inverter,3.0,1.0,DAEWOO
DAEWOO-WM-LM-840W,25529325.0,Front Load,1400.0,8.0,left,82.5,60.0,59.5,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-LM-850WB,24444000.0,Emerald Drum,1400.0,8.0,left,82.5,63.0,59.5,Smart Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-LM-860SS,25720000.0,Emerald Drum,1400.0,8.0,left,82.5,63.0,59.5,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-LM-880,26000000.0,Front Load,1400.0,8.0,left,85.0,64.0,60.0,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-LM-880S,26000000.0,Front Load,1400.0,8.0,left,85.0,64.0,60.0,Direct Drive,3.0,1.0,DAEWOO
DAEWOO-WM-LM-980S,26500000.0,Emerald Drum,1400.0,9.0,left,85.0,63.5,59.5,Direct Drive,3.0,1.0,DAEWOO
